Title_0.0,Title_1.0,Title_2.0,Title_3.0,Title_4.0,Pclass_1,Pclass_2,Pclass_3,Family_survival_0.0,Family_survival_0.5,Family_survival_1.0,Sex,Embarked,SibSp,Parch,Ticket,Family_size,Age
False,True,False,False,False,False,True,False,False,True,False,1,0,0,0,31418,1,40.0
False,False,True,False,False,False,False,True,False,True,False,1,0,1,0,386525,2,21.418698716945197
False,False,False,True,False,False,False,True,True,False,False,0,0,1,1,37671,3,3.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,315088,1,42.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,7267,1,23.0
True,False,False,False,False,True,False,False,False,True,False,0,0,0,0,113510,1,41.99181192885323
True,False,False,False,False,False,False,True,False,False,True,0,1,1,1,2695,3,15.0
True,False,False,False,False,False,False,True,False,False,True,0,0,1,0,349237,2,25.0
True,False,False,False,False,False,False,True,False,True,False,0,1,0,0,2647,1,27.66078471747908
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,345783,1,28.0
False,True,False,False,False,True,False,False,True,False,False,1,0,0,1,113505,2,22.0
False,True,False,False,False,False,True,False,False,True,False,1,0,0,0,237671,1,38.0
False,True,False,False,False,False,False,True,False,True,False,1,2,0,0,330931,1,25.17011258386907
False,True,False,False,False,False,False,True,False,True,False,1,2,0,0,330980,1,25.17011565661342
True,False,False,False,False,False,False,True,False,False,True,0,0,1,4,347088,6,40.0
True,False,False,False,False,False,True,False,False,True,False,0,1,1,0,2167,2,29.0
False,False,True,False,False,False,False,True,False,False,True,1,1,0,1,2691,2,45.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,3101310,1,35.0
True,False,False,False,False,False,False,True,True,False,False,0,2,1,0,370365,2,24.89409117156393
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,7076,1,30.0
False,False,True,False,False,True,False,False,False,True,False,1,1,1,0,110813,2,60.0
False,False,True,False,False,False,False,True,False,True,False,1,1,0,0,2626,1,24.26869047580806
False,True,False,False,False,False,False,True,False,True,False,1,2,0,0,14313,1,25.15039723612206
False,False,False,False,True,True,False,False,True,False,False,1,1,0,0,17477,1,24.0
True,False,False,False,False,True,False,False,False,True,False,0,1,1,0,11765,2,25.0
True,False,False,False,False,False,False,True,False,True,False,0,0,1,0,3101267,2,18.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,323951,1,19.0
True,False,False,False,False,True,False,False,True,False,False,0,1,0,0,17760,1,22.0
False,True,False,False,False,False,False,True,False,False,True,1,0,3,1,349909,5,3.0
False,False,True,False,False,True,False,False,False,False,True,1,1,1,0,17604,2,33.30170994594485
False,True,False,False,False,False,False,True,False,True,False,1,0,0,0,7077,1,22.0
True,False,False,False,False,True,False,False,False,True,False,0,1,0,2,113503,3,27.0
True,False,False,False,False,False,False,True,False,True,False,0,1,0,0,2648,1,20.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,347069,1,19.0
False,True,False,False,False,True,False,False,False,False,True,1,1,0,0,17757,1,42.0
False,True,False,False,False,False,False,True,True,False,False,1,1,0,2,2653,3,1.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,2,1,32.0
False,False,True,False,False,True,False,False,False,False,True,1,0,1,0,113789,2,35.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,349227,1,27.6618811381217
True,False,False,False,False,False,True,False,False,False,True,0,0,0,0,14879,1,18.0
False,False,False,True,False,False,False,True,False,False,True,0,0,5,2,2144,8,1.0
False,True,False,False,False,False,True,False,False,True,False,1,0,0,0,27849,1,36.0
True,False,False,False,False,False,False,True,False,True,False,0,2,0,0,367655,1,27.703042898867515
False,True,False,False,False,False,True,False,False,True,False,1,1,0,0,1748,1,17.0
True,False,False,False,False,True,False,False,True,False,False,0,0,1,2,113760,4,36.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,350034,1,21.0
True,False,False,False,False,False,False,True,False,False,True,0,0,2,0,3101277,3,28.0
False,True,False,False,False,True,False,False,False,False,True,1,1,1,0,35273,2,23.0
False,False,True,False,False,False,False,True,True,False,False,1,0,0,2,9549,3,24.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,350052,1,22.0
False,True,False,False,False,False,False,True,False,False,True,1,0,0,0,350407,1,31.0
True,False,False,False,False,False,True,False,False,False,True,0,0,0,0,28403,1,46.0
False,False,False,False,True,False,True,False,False,True,False,0,0,0,0,244278,1,23.0
False,False,True,False,False,False,True,False,False,True,False,1,0,0,0,240929,1,28.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,2,1,39.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,341826,1,26.0
False,True,False,False,False,False,False,True,False,False,True,1,0,1,0,4137,2,21.0
True,False,False,False,False,False,False,True,True,False,False,0,0,1,0,2,2,28.0
False,True,False,False,False,False,False,True,False,False,True,1,0,0,0,315096,1,20.0
True,False,False,False,False,False,True,False,False,True,False,0,0,1,0,28664,2,34.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,347064,1,51.0
False,False,False,True,False,False,True,False,True,False,False,0,0,1,1,29106,3,3.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,312992,1,21.0
False,True,False,False,False,False,False,True,False,False,True,1,0,3,1,4133,5,15.689966476742235
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,349222,1,27.661880824576357
True,False,False,False,False,False,False,True,False,True,False,0,2,0,0,394140,1,27.705643889546995
False,True,False,False,False,True,False,False,False,False,True,1,2,1,0,19928,2,33.0
True,False,False,False,False,False,True,False,False,False,True,0,0,0,0,239853,1,33.62040250530977
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,2,1,44.0
False,False,True,False,False,False,False,True,False,True,False,1,0,0,0,343095,1,24.269241755566792
False,False,True,False,False,False,True,False,False,True,False,1,0,1,1,28220,3,34.0
False,True,False,False,False,False,True,False,False,True,False,1,0,0,2,250652,3,18.0
True,False,False,False,False,False,True,False,False,True,False,0,0,0,0,28228,1,30.0
False,True,False,False,False,False,False,True,False,False,True,1,0,0,2,345773,3,10.0
True,False,False,False,False,False,False,True,False,True,False,0,1,0,0,349254,1,27.68179598750753
True,False,False,False,False,False,False,True,False,True,False,0,2,0,0,5,1,21.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,315082,1,29.0
False,False,True,False,False,False,False,True,False,False,True,1,0,1,1,347080,3,28.0
True,False,False,False,False,False,False,True,False,False,True,0,0,1,1,370129,3,18.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,4,1,27.64067883354255
False,False,True,False,False,False,True,False,False,True,False,1,0,1,0,2003,2,28.0
False,True,False,False,False,False,True,False,False,False,True,1,0,0,0,250655,1,19.0
True,False,False,False,False,False,False,True,False,True,False,0,2,0,0,364851,1,27.702844608933447
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,392078,1,32.0
True,False,False,False,False,True,False,False,False,True,False,0,0,0,0,110564,1,28.0
False,False,True,False,False,False,False,True,False,False,True,1,0,1,0,376564,2,21.374230645161198
False,False,True,False,False,False,True,False,False,True,False,1,0,1,0,3085,2,42.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,2,1,17.0
True,False,False,False,False,True,False,False,True,False,False,0,0,1,0,13507,2,50.0
False,True,False,False,False,True,False,False,True,False,False,1,0,1,2,113760,4,14.0
False,True,False,False,False,False,False,True,False,False,True,1,0,2,2,6608,5,21.0
False,False,True,False,False,False,True,False,True,False,False,1,0,2,3,29106,6,24.0
True,False,False,False,False,True,False,False,False,False,True,0,0,1,4,19950,6,64.0
True,False,False,False,False,False,True,False,False,True,False,0,0,0,0,18723,1,31.0
False,False,True,False,False,False,True,False,False,False,True,1,0,1,1,13529,3,45.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,345769,1,20.0
True,False,False,False,False,False,False,True,False,True,False,0,0,1,0,347076,2,25.0
False,False,False,False,True,False,True,False,False,True,False,1,0,0,0,230434,1,28.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,65306,1,27.643842787964093
False,False,False,True,False,True,False,False,False,True,False,0,0,0,2,33638,3,4.0
False,True,False,False,False,False,True,False,True,False,False,1,0,0,1,250644,2,13.0
True,False,False,False,False,True,False,False,False,True,False,0,0,0,0,113794,1,34.0
False,True,False,False,False,False,False,True,True,False,False,1,1,2,1,2666,4,5.0
False,False,False,False,True,True,False,False,False,True,False,0,0,0,0,113786,1,52.0
True,False,False,False,False,False,True,False,True,False,False,0,0,1,2,34651,4,36.0
True,False,False,False,False,False,False,True,False,False,True,0,0,1,0,65303,2,24.742626026267324
True,False,False,False,False,True,False,False,False,True,False,0,1,0,0,113051,1,30.0
True,False,False,False,False,True,False,False,True,False,False,0,1,1,0,17453,2,49.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,5,1,27.639815292160385
True,False,False,False,False,False,False,True,False,True,False,0,1,0,0,349240,1,29.0
True,False,False,False,False,True,False,False,False,True,False,0,0,0,0,13509,1,65.0
False,False,True,False,False,True,False,False,False,True,False,1,0,1,0,17464,2,35.335492359119115
False,True,False,False,False,False,True,False,False,True,False,1,0,0,0,13531,1,50.0
True,False,False,False,False,False,False,True,False,True,False,0,2,0,0,371060,1,27.70323396953893
True,False,False,False,False,True,False,False,False,True,False,0,0,0,0,19952,1,48.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,364506,1,34.0
True,False,False,False,False,True,False,False,False,True,False,0,0,0,0,111320,1,47.0
True,False,False,False,False,False,True,False,False,True,False,0,0,0,0,234360,1,48.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,2816,1,27.63999156735156
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,3101306,1,38.0
True,False,False,False,False,False,True,False,False,False,True,0,0,0,0,239853,1,33.62040250530977
True,False,False,False,False,True,False,False,False,True,False,0,0,0,0,113792,1,56.0
True,False,False,False,False,False,False,True,False,True,False,0,2,0,0,36209,1,27.68226276291553
False,True,False,False,False,False,False,True,True,False,False,1,1,2,1,2666,4,0.75
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,323592,1,27.660970735556802
True,False,False,False,False,False,False,True,False,False,True,0,0,0,0,315089,1,38.0
False,False,True,False,False,False,True,False,False,False,True,1,0,1,2,34651,4,33.0
False,False,True,False,False,False,True,False,False,True,False,1,1,0,0,541,1,23.0
False,True,False,False,False,False,False,True,False,True,False,1,0,0,0,7553,1,22.0
True,False,False,False,False,True,False,False,False,False,True,0,0,0,0,110465,1,42.720283148880455
True,False,False,False,False,False,True,False,True,False,False,0,0,1,0,31027,2,34.0
True,False,False,False,False,False,False,True,False,True,False,0,0,1,0,3460,2,29.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,350060,1,22.0
False,True,False,False,False,False,False,True,False,True,False,1,0,0,1,3101298,2,2.0
False,False,False,True,False,False,False,True,False,False,True,0,0,5,2,2144,8,9.0
True,False,False,False,False,False,True,False,False,True,False,0,0,0,0,239854,1,33.664245994772855
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,5,1,50.0
False,False,True,False,False,False,False,True,False,True,False,1,0,0,0,4134,1,63.0
True,False,False,False,False,True,False,False,True,False,False,0,1,1,0,11967,2,25.0
False,True,False,False,False,False,False,True,False,False,True,1,0,3,1,4133,5,15.689966476742235
False,False,True,False,False,True,False,False,True,False,False,1,0,1,0,19943,2,35.0
True,False,False,False,False,True,False,False,False,True,False,0,1,0,0,11771,1,58.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,5,1,30.0
False,False,False,True,False,False,False,True,True,False,False,0,0,1,1,37671,3,9.0
True,False,False,False,False,False,False,True,False,False,True,0,0,1,0,65304,2,24.74262608897639
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,3101317,1,21.0
True,False,False,False,False,True,False,False,False,True,False,0,0,0,0,113787,1,55.0
True,False,False,False,False,True,False,False,False,True,False,0,1,0,0,17609,1,71.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,4,1,21.0
True,False,False,False,False,False,False,True,False,False,True,0,1,0,0,2627,1,27.60913165220229
False,True,False,False,False,True,False,False,True,False,False,1,1,1,0,36947,2,54.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,6212,1,27.63259401629373
False,False,True,False,False,True,False,False,False,False,True,1,0,1,2,113781,4,25.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,350035,1,24.0
True,False,False,False,False,False,False,True,False,False,True,0,0,0,0,315086,1,17.0
False,True,False,False,False,False,False,True,False,True,False,1,2,0,0,364846,1,21.0
False,True,False,False,False,False,False,True,False,True,False,1,2,0,0,330909,1,25.170381080548076
False,True,False,False,False,False,False,True,False,True,False,1,0,0,0,4135,1,37.0
False,True,False,False,False,True,False,False,True,False,False,1,0,0,0,110152,1,16.0
True,False,False,False,False,True,False,False,True,False,False,0,1,1,0,17758,2,18.0
False,False,True,False,False,False,True,False,True,False,False,1,0,0,2,26360,3,33.0
True,False,False,False,False,True,False,False,False,True,False,0,0,0,0,111427,1,39.62823157557807
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,4001,1,28.0
True,False,False,False,False,False,False,True,False,False,True,0,0,0,0,1601,1,26.0
True,False,False,False,False,False,False,True,False,True,False,0,2,0,0,382651,1,29.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,3101316,1,27.834295615682002
True,False,False,False,False,True,False,False,False,True,False,0,0,0,0,17473,1,36.0
False,False,True,False,False,True,False,False,False,True,False,1,1,1,0,17603,2,54.0
True,False,False,False,False,False,False,True,False,False,True,0,0,0,0,349209,1,24.0
True,False,False,False,False,True,False,False,False,True,False,0,0,0,0,36967,1,47.0
False,False,True,False,False,False,True,False,False,True,False,1,0,0,0,34260,1,34.0
True,False,False,False,False,False,False,True,False,False,True,0,2,0,0,371110,1,27.64168979436803
False,False,True,False,False,False,True,False,False,True,False,1,0,1,0,226875,2,36.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,349242,1,32.0
False,True,False,False,False,True,False,False,True,False,False,1,0,0,0,12749,1,30.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,349252,1,22.0
True,False,False,False,False,False,False,True,False,True,False,0,1,0,0,2624,1,27.660783275170505
False,False,True,False,False,True,False,False,True,False,False,1,1,0,1,111361,2,44.0
True,False,False,False,False,False,False,True,False,True,False,0,1,0,0,2700,1,27.660783507138223
True,False,False,False,False,False,False,True,False,True,False,0,2,0,0,367232,1,40.5
False,True,False,False,False,False,True,False,False,True,False,1,0,0,0,14258,1,50.0
True,False,False,False,False,True,False,False,False,True,False,0,0,0,0,17483,1,41.78416106354846
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,3101296,1,39.0
True,False,False,False,False,False,True,False,False,True,False,0,0,2,1,29104,4,23.0
False,True,False,False,False,False,True,False,True,False,False,1,0,1,1,26360,3,2.0
True,False,False,False,False,False,False,True,False,True,False,0,1,0,0,2641,1,27.66077980730319
True,False,False,False,False,False,False,True,False,False,True,0,1,1,1,2690,3,17.0
False,False,True,False,False,False,False,True,True,False,False,1,1,0,2,2668,3,22.649668712130243
False,True,False,False,False,False,False,True,False,False,True,1,0,0,0,315084,1,30.0
False,True,False,False,False,False,True,False,False,False,True,1,0,0,2,13529,3,7.0
False,False,False,False,True,True,False,False,False,True,False,0,0,0,0,113050,1,45.0
False,True,False,False,False,True,False,False,False,False,True,1,1,0,0,17761,1,30.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,364498,1,27.655709500630547
False,True,False,False,False,True,False,False,False,True,False,1,1,0,2,13568,3,22.0
False,True,False,False,False,True,False,False,False,False,True,1,0,0,2,5735,3,36.0
False,True,False,False,False,False,False,True,False,False,True,1,0,4,2,347082,7,9.0
False,True,False,False,False,False,False,True,False,False,True,1,0,4,2,347082,7,11.0
True,False,False,False,False,False,True,False,True,False,False,0,0,1,0,2908,2,32.0
True,False,False,False,False,True,False,False,True,False,False,0,1,1,0,17761,2,50.0
True,False,False,False,False,True,False,False,False,True,False,0,0,0,0,693,1,64.0
False,False,True,False,False,False,True,False,True,False,False,1,0,1,0,2908,2,19.0
True,False,False,False,False,False,True,False,False,True,False,0,1,0,0,2146,1,33.654288064147394
True,False,False,False,False,False,False,True,True,False,False,0,0,1,1,363291,3,33.0
False,False,False,True,False,False,True,False,False,False,True,0,0,1,1,33112,3,8.0
True,False,False,False,False,True,False,False,False,False,True,0,1,0,2,17421,3,17.0
True,False,False,False,False,False,True,False,False,True,False,0,0,0,0,244358,1,27.0
True,False,False,False,False,False,False,True,False,True,False,0,2,0,0,330979,1,27.700635030564737
True,False,False,False,False,False,False,True,False,True,False,0,1,0,0,2620,1,22.0
False,True,False,False,False,False,False,True,False,True,False,1,0,0,0,347085,1,22.0
True,False,False,False,False,True,False,False,False,True,False,0,0,0,0,113807,1,62.0
False,False,False,False,True,True,False,False,False,True,False,1,1,1,0,11755,2,48.0
True,False,False,False,False,True,False,False,True,False,False,0,1,0,0,17757,1,39.4691606598445
False,False,True,False,False,True,False,False,False,False,True,1,0,1,1,110413,3,39.0
False,False,True,False,False,False,False,True,False,True,False,1,0,1,0,345572,2,36.0
True,False,False,False,False,False,False,True,False,True,False,0,2,0,0,372622,1,27.703331921103715
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,349251,1,40.0
True,False,False,False,False,False,True,False,False,True,False,0,0,0,0,218629,1,28.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,392082,1,27.664402075557916
False,True,False,False,False,False,False,True,False,True,False,1,0,0,0,392087,1,25.13393692769857
True,False,False,False,False,False,False,True,False,False,True,0,0,2,0,4,3,24.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,349205,1,19.0
False,False,True,False,False,False,False,True,False,False,True,1,0,0,4,349909,5,29.0
True,False,False,False,False,False,False,True,False,True,False,0,1,0,0,2686,1,27.660782629211266
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,350417,1,32.0
True,False,False,False,False,False,True,False,False,False,True,0,0,0,0,752,1,62.0
False,False,True,False,False,True,False,False,False,True,False,1,0,2,0,11769,3,53.0
True,False,False,False,False,True,False,False,False,True,False,0,0,0,0,17474,1,36.0
False,True,False,False,False,False,False,True,True,False,False,1,2,0,0,14312,1,25.194240600167007
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,4,1,16.0
True,False,False,False,False,False,False,True,False,False,True,0,0,0,0,358585,1,19.0
False,True,False,False,False,False,True,False,False,True,False,1,0,0,0,243880,1,34.0
False,False,True,False,False,True,False,False,False,False,True,1,0,1,0,13507,2,39.0
False,False,True,False,False,False,False,True,False,True,False,1,1,1,0,2689,2,21.416314098766772
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,2,1,32.0
False,True,False,False,False,False,True,False,False,True,False,1,0,1,1,237789,3,25.0
False,False,True,False,False,True,False,False,False,False,True,1,1,1,1,17421,3,39.0
True,False,False,False,False,False,True,False,False,False,True,0,0,0,0,28403,1,54.0
True,False,False,False,False,True,False,False,False,True,False,0,1,0,0,13049,1,36.0
True,False,False,False,False,False,False,True,False,True,False,0,1,0,0,3411,1,27.65922686335017
False,True,False,False,False,True,False,False,False,False,True,1,0,0,2,110413,3,18.0
True,False,False,False,False,False,True,False,False,True,False,0,0,0,0,237565,1,47.0
True,False,False,False,False,True,False,False,False,True,False,0,1,1,1,13567,3,60.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,14973,1,22.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,5,1,27.639815292160385
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,2,1,35.0
False,False,True,False,False,True,False,False,True,False,False,1,1,1,0,36947,2,52.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,5,1,47.0
False,True,False,False,False,False,False,True,False,True,False,1,2,0,2,364848,3,23.52584307600972
True,False,False,False,False,False,True,False,False,True,False,0,0,1,0,29037,2,37.0
True,False,False,False,False,False,False,True,False,False,True,0,0,1,1,345773,3,36.0
False,True,False,False,False,False,True,False,False,False,True,1,0,0,0,248727,1,31.05486985541434
True,False,False,False,False,False,False,True,False,False,True,0,0,0,0,5,1,49.0
True,False,False,False,False,False,False,True,False,True,False,0,1,0,0,2664,1,27.660785783533242
False,False,False,False,True,True,False,False,True,False,False,0,1,1,0,17485,2,49.0
False,False,True,False,False,False,True,False,False,False,True,1,0,2,1,243847,4,24.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,349214,1,27.661880322903812
True,False,False,False,False,True,False,False,False,True,False,0,0,0,0,113796,1,39.611269977303444
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,364511,1,44.0
True,False,False,False,False,True,False,False,False,True,False,0,1,0,0,111426,1,35.0
True,False,False,False,False,False,False,True,False,True,False,0,0,1,0,349910,2,36.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,349246,1,30.0
True,False,False,False,False,True,False,False,False,True,False,0,0,0,0,113804,1,27.0
False,False,True,False,False,False,True,False,False,False,True,1,1,1,2,2123,4,22.0
False,True,False,False,False,True,False,False,False,False,True,1,0,0,0,17582,1,40.0
False,False,True,False,False,False,False,True,False,False,True,1,0,1,5,347082,7,39.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,3101305,1,27.835374430996296
False,True,False,False,False,False,False,True,True,False,False,1,2,1,0,367230,2,22.36342911722992
True,False,False,False,False,False,False,True,False,True,False,0,2,0,0,370377,1,27.703191139245234
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,364512,1,35.0
False,True,False,False,False,False,True,False,True,False,False,1,0,1,2,220845,4,24.0
True,False,False,False,False,False,False,True,False,False,True,0,0,1,1,347080,3,34.0
False,False,True,False,False,False,False,True,False,False,True,1,0,1,0,5,2,26.0
False,True,False,False,False,False,True,False,True,False,False,1,0,2,1,230136,4,4.0
True,False,False,False,False,False,True,False,False,True,False,0,0,0,0,31028,1,26.0
True,False,False,False,False,False,False,True,True,False,False,0,1,1,0,2659,2,27.0
True,False,False,False,False,True,False,False,False,True,False,0,0,1,0,11753,2,42.0
True,False,False,False,False,False,False,True,True,False,False,0,1,1,1,2653,3,20.0
True,False,False,False,False,False,False,True,False,False,True,0,0,0,0,350029,1,21.0
True,False,False,False,False,False,False,True,False,False,True,0,0,0,0,54636,1,21.0
True,False,False,False,False,True,False,False,False,True,False,0,0,0,0,36963,1,61.0
False,False,False,False,True,False,True,False,False,True,False,0,2,0,0,219533,1,57.0
False,True,False,False,False,True,False,False,True,False,False,1,0,0,0,13502,1,21.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,349224,1,26.0
True,False,False,False,False,False,False,True,False,True,False,0,2,0,0,334912,1,27.700985189871055
True,False,False,False,False,True,False,False,False,True,False,0,0,0,0,27042,1,80.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,347743,1,51.0
False,False,False,False,True,True,False,False,False,True,False,0,1,0,0,13214,1,32.0
True,False,False,False,False,True,False,False,False,True,False,0,0,0,0,112052,1,39.65693162952363
False,True,False,False,False,False,False,True,False,False,True,1,0,3,2,347088,6,9.0
False,True,False,False,False,False,True,False,False,True,False,1,0,0,0,237668,1,28.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,2,1,32.0
True,False,False,False,False,False,True,False,True,False,False,0,0,1,1,31921,3,31.0
False,False,True,False,False,False,False,True,False,False,True,1,0,0,5,3101295,6,41.0
True,False,False,False,False,False,False,True,True,False,False,0,0,1,0,376564,2,24.85400588952833
True,False,False,False,False,False,False,True,False,False,True,0,0,0,0,350050,1,20.0
False,False,False,False,True,True,False,False,True,False,False,1,1,0,0,17477,1,24.0
False,True,False,False,False,False,False,True,False,False,True,1,0,3,2,347088,6,2.0
True,False,False,False,False,False,False,True,False,False,True,0,0,0,0,1601,1,27.543774460225585
False,True,False,False,False,False,False,True,True,False,False,1,1,2,1,2666,4,0.75
True,False,False,False,False,True,False,False,True,False,False,0,1,1,0,17572,2,48.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,349231,1,19.0
False,False,False,False,True,True,False,False,False,True,False,0,1,0,0,13213,1,56.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,751,1,27.64040182568241
False,True,False,False,False,False,False,True,False,True,False,1,0,0,0,2314,1,23.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,349221,1,27.66188076186729
False,True,False,False,False,False,True,False,True,False,False,1,0,0,1,231919,2,18.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,8475,1,21.0
False,True,False,False,False,False,False,True,False,True,False,1,2,0,0,330919,1,25.170165806615948
False,True,False,False,False,False,False,True,False,True,False,1,2,0,0,365226,1,18.0
True,False,False,False,False,False,True,False,False,False,True,0,0,2,0,14879,3,24.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,349223,1,27.661880887285427
False,False,True,False,False,False,False,True,False,False,True,1,2,1,1,364849,3,32.0
True,False,False,False,False,False,True,False,False,True,False,0,0,0,0,29751,1,23.0
True,False,False,False,False,True,False,False,True,False,False,0,1,0,2,35273,3,58.0
False,False,False,False,True,True,False,False,True,False,False,0,0,2,0,17611,3,50.0
True,False,False,False,False,False,False,True,False,True,False,0,1,0,0,2623,1,40.0
True,False,False,False,False,True,False,False,False,True,False,0,0,0,0,5727,1,47.0
True,False,False,False,False,False,False,True,False,False,True,0,0,0,0,349210,1,36.0
True,False,False,False,False,False,False,True,False,True,False,0,0,1,0,2,2,20.0
True,False,False,False,False,False,True,False,False,False,True,0,0,2,0,14879,3,32.0
True,False,False,False,False,False,True,False,False,True,False,0,0,0,0,234686,1,25.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,312993,1,27.659739341956325
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,5,1,43.0
False,False,True,False,False,True,False,False,True,False,False,1,0,1,0,19996,2,35.774774724697615
False,False,True,False,False,False,True,False,False,False,True,1,0,1,1,29750,3,40.0
True,False,False,False,False,True,False,False,False,True,False,0,0,1,0,12750,2,31.0
True,False,False,False,False,False,True,False,False,True,False,0,0,0,0,24580,1,70.0
True,False,False,False,False,False,True,False,False,True,False,0,0,0,0,244270,1,31.0
True,False,False,False,False,False,True,False,False,True,False,0,0,0,0,239856,1,33.66424612019099
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,349912,1,18.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,342826,1,24.5
False,True,False,False,False,False,False,True,False,True,False,1,0,0,0,4138,1,18.0
False,False,True,False,False,False,False,True,False,False,True,1,0,1,6,2144,8,43.0
True,False,False,False,False,True,False,False,True,False,False,0,1,0,1,17755,2,36.0
False,True,False,False,False,False,False,True,False,True,False,1,2,0,0,330935,1,25.16983399853438
True,False,False,False,False,True,False,False,True,False,False,0,1,0,0,17572,1,27.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,6563,1,20.0
True,False,False,False,False,False,False,True,False,False,True,0,0,5,2,2144,8,14.0
True,False,False,False,False,False,True,False,True,False,False,0,0,1,1,29750,3,60.0
True,False,False,False,False,False,True,False,True,False,False,0,1,1,2,2123,4,25.0
True,False,False,False,False,False,False,True,False,False,True,0,0,4,1,3101295,6,14.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,349228,1,19.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,350036,1,18.0
False,True,False,False,False,True,False,False,True,False,False,1,0,0,1,24160,2,15.0
True,False,False,False,False,True,False,False,True,False,False,0,0,1,0,17474,2,31.0
False,True,False,False,False,False,False,True,False,True,False,1,1,0,1,349256,2,4.0
True,False,False,False,False,False,False,True,False,False,True,0,0,0,0,1601,1,27.543774460225585
True,False,False,False,False,False,False,True,False,True,False,0,1,0,0,2672,1,25.0
